student_name,email,course_id
Ian Le,anthonygrant@brown.com,CORE-UA
Tom Mcguire,burnettcrystal@hotmail.com,STAT-UB
Carla Campbell,hannahhernandez@hotmail.com,AN-UY
Alyssa Soto,bradleystrong@yahoo.com,ARTH-UA
Emily Ali,hillstephanie@taylor.biz,ITAL-UA
Richard Miller MD,amy90@rodriguez.net,BMS-UY
Michael Rosario,natalieterrell@holden.biz,PHYS-UA
Krystal Mann,sharonmccormick@miller.net,EURO-UA
Jason Williams,jonesjohn@yahoo.com,FINC-UB
Ashley Harris,dukebryan@aguilar-snyder.biz,ECON-UB
Daniel Wolf,iwebb@duke-kennedy.com,IRISH-UA
Jamie Miller,elizabeth43@conner-reyes.net,EC-UY
Karen Hill,pblake@jones.com,MGMT-UB
Max Foster,johnchristian@bell-cooper.net,GLBL-UA
Sarah Peterson,newmanlaura@gmail.com,URB-UY
Benjamin Hill,zking@gentry.com,LA-UY
Michael Estes,qmcclain@hotmail.com,ECON-UA
Frederick Little,smithmegan@yahoo.com,HBRJD-UA
Lisa Robinson,pamela17@davis.net,FINC-UB
Jessica Hayes,bonillaedward@gmail.com,FREN-UA
Tommy Martin,roberthayes@gmail.com,MA-UY
Emma White,charlotte84@gmail.com,LWSOC-UA
Michael Simmons,melanie29@perez.com,EN-UY
Louis Gomez,christopherbenton@barrett-robertson.net,SOIM-UB
Jonathan Beard,jerry15@frye-villegas.com,COLIT-UA
Philip Soto,natalie92@hotmail.com,ARTH-UA
Ronald Miller,justin64@perez-burke.com,LA-UY
Justin Osborn,walkerpeggy@dixon.com,CBE-UY
Donna Key,kerry93@gmail.com,MGMT-UB
Matthew Robinson,uclark@mccoy.com,HU-UY
Nathan Branch,sarahmedina@lloyd.com,FIN-UY
David Woods,blackburndaniel@gmail.com,TECH-UB
Dawn Bray,qchristensen@black-shelton.com,AE-UY
David Leonard,parrishnicholas@foster.info,HEL-UA
Jonathan Lee,hollandjames@gmail.com,ENGL-UA
Nancy Garza,dawn89@hotmail.com,ACCT-UB
Danielle Randall,andrewmartinez@gmail.com,NODEP-UA
Joel Johnson,morrisbeverly@johnson.com,MD-UY
Christopher Thomas,burkezachary@hotmail.com,STS-UY
Jason Fox,kclark@marshall.com,BIOL-UA
Timothy Galvan,rhorton@barnes.com,GS-UY
Daniel Blackburn,elainejones@nguyen-shaw.net,ITAL-UA
Maxwell Griffith,wangglenda@rodriguez-park.com,BTEP-UB
Dr. Shannon Gardner DDS,robin76@hotmail.com,RUSSN-UA
Megan Kent,jcharles@yahoo.com,ECON-UB
Lisa Rivera,joneslaura@howard.com,GLBL-UA
Lisa Watts,mark18@gmail.com,MEIS-UA
Gabriel Mack,owood@davis.com,CORE-UA
George White,andersonmary@garcia.com,EG-UY
Kenneth Freeman,tammy95@hotmail.com,RELST-UA
Stephanie Fisher,kcherry@mcmahon.com,STAT-UB
Emily Fernandez,jennifersmith@gmail.com,MA-UY
Sheila Cline,rodneystuart@padilla.com,PL-UY
Brandon Chase,denisebryant@sandoval-clayton.info,HEL-UA
Bianca Kemp,james97@valdez.com,MUSIC-UA
Tina Thompson,wtaylor@yahoo.com,ANTH-UA
Jessica Brown,rpadilla@waller.com,MULT-UB
Anita Green,randychase@hotmail.com,MG-UY
Christine Gomez,watsonmadison@thomas.com,ECON-UA
Tracy Smith,donnalarson@strong-weaver.biz,HIST-UA
Marc Ramos,erinsanders@barrett-santana.com,ARTH-UA
Alexis Gonzales,melvin04@bright-deleon.com,INTRL-UA
Desiree Hawkins,foxtanner@hotmail.com,SCA-UA
Gary Rodriguez,whall@gmail.com,INTRL-UA
Jennifer Rodriguez,jpitts@hotmail.com,CFI-UA
Isabella Stone,katrina43@yahoo.com,CS-UY
Mark Sanchez,tharvey@gomez.com,NEURL-UA
Rebecca Sanders,jacksonfrank@rios-larsen.net,FINC-UB
Toni Perez,mooretodd@gmail.com,ANST-UA
Carrie Guerrero,nhernandez@gmail.com,INTRL-UA
Daniel Griffin,bjones@jenkins.com,SEG-UY
Joseph Young,anita29@figueroa.com,AE-UY
Juan Garcia,gonzalezjames@jackson.info,EG-UY
Jessica Cisneros,danielsronald@oliver.org,PH-UY
Bryan Duran,ann59@hotmail.com,EAST-UA
Meghan Mendez,curtisnorman@yahoo.com,GERM-UA
Kristin Taylor,andrewolson@davis.com,ECON-UA
Erin Lowe,david24@beasley-harrison.info,MD-UY
Kyle Gibson,mark18@baker.com,COLIT-UA
Julie George,patriciasmith@johnson-ray.org,MG-UY
Stacey Singh,nharrell@gmail.com,ARTH-UA
Denise Briggs,jessica03@reeves-mccoy.org,ANTH-UA
Anne Avila,jonesroberto@hotmail.com,BIOL-UA
Anne Williams,gfernandez@caldwell.net,CORE-UA
Sarah Adams,wlucas@hotmail.com,MKTG-UB
Paul Henderson,deborahroth@carroll.biz,COLIT-UA
Michelle Thomas,xmyers@rodriguez.com,MGMT-UB
Leslie Fisher,joshuataylor@hotmail.com,ENVST-UA
Brandon Jenkins,jacksonruben@yahoo.com,DS-UA
Mary Andrade,pgarcia@sanders.com,CFI-UA
Jason Erickson,emilydavis@hotmail.com,CE-UY
Connie Chapman,jason89@obrien.net,IRISH-UA
Richard James,osmith@bullock.com,BTEP-UB
Maria Garcia,mfry@edwards.com,MHUM-UA
Alicia Miller PhD,jmoore@davis.com,TECH-UB
Dustin Hendricks,padillakaren@marshall-boyd.net,PUBPL-UA
Paul Nguyen,lelisa@miller.biz,HI-UY
Bruce Miller,jennifer06@gmail.com,PL-UY
Stephanie Robinson,normanjillian@hotmail.com,CBE-UY
Jennifer Johnson,williamsmichael@arnold.com,ROB-UY
Jeffrey Gamble,ofarley@yahoo.com,RUSSN-UA
Kimberly Day,cristianwhite@lara.com,PHP-UY
Jeffrey Castillo,michaelluna@flores-hayes.net,RSK-UY
James Reyes,dylan11@powell.com,AH-UY
Debra Martin,morrisphilip@thompson.biz,LING-UA
Scott Floyd,dwaynenolan@yahoo.com,DS-UA
John Bishop,skeller@gmail.com,PL-UY
Jennifer Snyder,leslie82@hayes.com,DRLIT-UA
Corey Ball,debbie05@vazquez.com,ECE-UY
Matthew Navarro,jillspears@garcia.biz,CM-UY
Teresa Osborne,likathy@yahoo.com,INTRL-UA
Antonio Hernandez,michael17@gmail.com,CBE-UY
Cole Stewart,peckcraig@gmail.com,URB-UY
Andrea Phelps,moorebarbara@wilson-blevins.net,MGMT-UB
Charles Noble,simmonshenry@yahoo.com,ROB-UY
Melissa Gray,mary16@yahoo.com,DM-UY
Marilyn Garcia,zacharyroberson@guerrero-moody.com,JOUR-UA
Daniel Cox,izimmerman@gmail.com,CAM-UY
Sarah Hernandez,karenwalker@gmail.com,PH-UY
Mark Norton,bodonnell@jordan.info,EURO-UA
Aaron Vargas,perezmelissa@morton.net,BSPA-UB
Manuel Coleman,martinezrodney@cox.biz,GS-UY
Brian Adkins,davidvasquez@hotmail.com,CLASS-UA
Richard Murphy,heather66@yahoo.com,CHEM-UA
Valerie Daniels,cristiankelly@gmail.com,CFI-UA
Natalie Bailey,jacqueline10@hotmail.com,FREN-UA
Loretta Austin,garciamichael@carter.biz,NEURL-UA
Amy Martin,joseph96@maldonado.com,PH-UY
Jeffrey Baker,jason82@hotmail.com,ECON-UB
Amanda Smith,samantha81@hotmail.com,SCA-UA
James Howe,davehoffman@gmail.com,AN-UY
Maria Lopez,andersonangela@martin.biz,COLIT-UA
Toni Robinson,vwong@knox.com,PHIL-UA
Terry Jackson,nicholeharper@james.com,PH-UY
Christopher Roach,littlemichael@bowers.com,FIN-UY
Andrea Richardson,ryan52@fleming.com,ARTH-UA
Brandon Howard,zdickerson@hotmail.com,STAT-UB
Timothy Graves,andrewleon@hotmail.com,HEL-UA
Justin Matthews,cherryjames@yahoo.com,FINC-UB
David Harris,loribarber@lewis.info,AE-UY
Ronald Lin,kellymonroe@gmail.com,EXPOS-UA
Casey Arroyo,burkejames@hotmail.com,ECON-UB
Antonio Delgado,josephbush@yahoo.com,MGMT-UB
Stephanie Jones,blake22@young.com,PSYCH-UA
Ashley Brown,austingoodman@yahoo.com,ME-UY
Jessica Vazquez,nicholas34@hotmail.com,ECON-UB
Darren Gordon,frank34@gmail.com,HBRJD-UA
Dennis Walker,mark13@hutchinson-montgomery.com,PH-UY
Kelly Mclaughlin,jacqueline25@holland.org,BSPA-UB
Andres Mcdonald,nicholas48@hotmail.com,POL-UA
Jillian Jones,oramirez@thompson.net,ECON-UA
Amanda Williams,roberthernandez@hotmail.com,ANST-UA
Alice Gregory,adamolson@yahoo.com,VIP-UY
Tanya Andrews,williamsjoseph@gmail.com,CE-UY
Theresa Cunningham,carlacook@gmail.com,PUBPL-UA
James Rose,alex63@wilkinson.info,COLIT-UA
Linda Cortez,hancockamy@gmail.com,PL-UY
Larry Martin,hardinandrew@hotmail.com,ROB-UY
Kimberly Castillo,kimberlyadams@rios.org,CP-UY
Alicia Jones,sosalawrence@taylor.com,EAST-UA
Kimberly Jones,zblanchard@hotmail.com,URB-UY
Melissa Stevens,ehines@yahoo.com,TECH-UB
Theresa Christian,parkerbrooke@sandoval.net,TECH-UB
Charles Mcintyre,matthewcrawford@hotmail.com,EN-UY
Samantha Smith,tina80@roberts.com,POL-UA
Monica Reeves,jmarquez@garcia.com,MULT-UB
Dr. Benjamin Hansen,summersrobert@hotmail.com,EG-UY
Kelly Wilcox,sfoster@garcia.biz,RUSSN-UA
Lisa Flowers,jennifer36@rosario.net,PUBPL-UA
Ryan Gomez,carol62@yahoo.com,SEG-UY
Emily Stewart,philip87@hotmail.com,CORE-UA
Chelsea Hart,thomaspollard@cox.com,BMS-UY
Renee Floyd,dianebrown@edwards.com,BPEP-UB
Melissa Mendoza,stanleyjordan@yahoo.com,INTRL-UA
Jamie Booth,megan05@gmail.com,LATC-UA
Aaron Smith,vmelton@hotmail.com,CAM-UY
Johnny Richardson,maxwellshannon@gmail.com,CRWRI-UA
Brenda Marquez,elizabeth04@hotmail.com,MKTG-UB
John Lopez,mhunt@campbell-harrell.com,CSCI-UA
Teresa Powell,urogers@gmail.com,CORE-UA
Kendra Jacobs,wmercado@gmail.com,URB-UY
Nicole Booker DDS,burgesscraig@hotmail.com,BIOL-UA
Mariah Lewis,aaronbarnes@marquez.info,INTRL-UA
Kaitlin Powell,ryanmartinez@rios-richardson.biz,OPMG-UB
Alexis Jones,sarah90@hotmail.com,ARTH-UA
Shane Young,phall@moore-thomas.com,FYSEM-UA
James Johnson,debra68@hotmail.com,NODEP-UA
Jacqueline Jackson,pmartinez@yahoo.com,ENGL-UA
Matthew Miller,robertmiller@yahoo.com,LATC-UA
Victor Davis,mgreen@yahoo.com,SCA-UA
Robert Steele,taylormcdaniel@ferguson.com,PORT-UA
Kim Rodriguez,williamharrison@brown-reynolds.com,CORE-UA
Laura Freeman,steinjerry@duran.com,ECON-UB
James West,geraldturner@payne-simpson.com,ECE-UY
Jared Murphy,jennifer69@yahoo.com,MEDI-UA
Jordan Graham,rebecca64@white-contreras.com,MU-UY
Sandra Hall,lcowan@gmail.com,AH-UY
Christopher Richards,sweeks@gmail.com,TECH-UB
Emily Johnson,mccarthyterri@gmail.com,AH-UY
Carmen Bell,elizabethbrown@yahoo.com,COLIT-UA
William Winters,mathewgarza@gmail.com,POL-UA
Amy Baker,alyssatorres@yahoo.com,PL-UY
Melissa Travis,kscott@bell.com,AN-UY
Renee Frank,stacy64@hernandez.com,BTEP-UB
Maria Williams,kimsteele@yahoo.com,BSPA-UB
Chad Gonzalez,jenny44@owens.com,CE-UY
Pamela Edwards,vincent46@hobbs.com,SOC-UA
Michael Jackson,clarkjohn@miller-james.biz,HBRJD-UA
Jeremy Turner,deborah34@ward.com,ANTH-UA
Cody Nelson,xramirez@hahn.com,MATH-UA
James Sanchez,romerosuzanne@hotmail.com,MUSIC-UA
Amanda Lewis,jwright@hotmail.com,BIOL-UA
John Sellers,camerongordon@gmail.com,MD-UY
Johnathan Brooks,velasqueztina@hotmail.com,MULT-UB
Christopher Reed,wilsonbilly@gmail.com,DRLIT-UA
Kimberly Horton,kyliejenkins@white.com,MGMT-UB
Marissa Chapman,travis01@smith.com,PS-UY
Nicholas Cruz,amber70@gmail.com,ENVST-UA
Alexis Lambert,ysheppard@west.com,CHEM-UA
Jamie Payne,maria40@gmail.com,PS-UY
Kimberly Lewis PhD,matthew53@yahoo.com,HI-UY
Wanda Jackson,elynn@fritz-lane.com,FREN-UA
Erin Cruz,edward14@gmail.com,DS-UA
Linda Cochran,rosariojacob@hotmail.com,STAT-UB
Justin Walker,johnny65@estes-gonzalez.biz,ROB-UY
Theresa Santana,kathleen87@gutierrez-ortiz.com,FL-UY
Collin Williamson,patriciamanning@stark.com,INTRL-UA
Kyle Castillo,melissaestrada@simmons-smith.info,HEL-UA
Sean Bradley,kschmidt@hotmail.com,MULT-UB
Mary Clark,erin59@hotmail.com,UGA-UY
Robert Davies,michelledavis@hamilton.com,CLASS-UA
Christina Bridges,matthewrivera@hotmail.com,CLASS-UA
Paul Floyd,williamscharles@bird.org,IRISH-UA
Steven Young,richardskyle@gmail.com,MUSIC-UA
Justin Smith,dalenichols@salazar.biz,DM-UY
Carrie Lopez,christopher39@white-lopez.com,URB-UY
Scott Cantrell,powellsteven@gmail.com,PUBPL-UA
Kimberly Baker,richardwatts@gmail.com,FIN-UY
Christine Rodriguez,ycohen@yahoo.com,STS-UY
Bill Castillo,sloannatalie@hotmail.com,SEG-UY
Jasmine Jones,erin64@yahoo.com,ECON-UB
Lisa Reeves,lpaul@hill.com,LA-UY
Ronald Ryan,carrie43@kidd-collins.com,CS-UY
Thomas Garcia,travis66@rich.com,CSCI-UA
Brenda Howell,edward92@gmail.com,FREN-UA
Scott Frederick,mark87@jones.com,ENGL-UA
Monica Craig,joshua74@yahoo.com,FL-UY
Todd Anderson,mauricehill@hill.com,EURO-UA
Ethan Berg,henrycrawford@gmail.com,FREN-UA
James Hampton,cwebb@smith-aguilar.com,SOIM-UB
Tina Clements,jennifer77@davis.info,IRISH-UA
Rhonda Griffin,kylekemp@hotmail.com,BIOL-UA
Steven Robinson,courtneyholland@thomas.com,CRWRI-UA
Christopher Schmidt,boydjoshua@turner.com,FINC-UB
Jamie Turner,robert09@johnson.net,TECH-UB
Terry Thompson,gray@hotmail.com,BSPA-UB
Deborah Elliott,qhernandez@hotmail.com,STS-UY
Julie Farmer,sean16@kim.com,PSYCH-UA
Nicole Patton MD,ideleon@bauer.com,ROB-UY
Kelly Chandler,krista71@hotmail.com,PSYCH-UA
Julie Lambert,davidperez@gmail.com,ANST-UA
Jonathan Cox,flopez@yahoo.com,FIN-UY
Matthew Bryant,jessicabullock@harmon.com,NEURL-UA
Joshua Gomez,rachelnewman@harris.com,BPEP-UB
Lindsey Bender,williamskathy@kennedy-haynes.com,CAM-UY
Samantha Mitchell,smithbailey@hudson-peters.info,MEDI-UA
Jon Campbell,meltonjohn@edwards.com,FYSEM-UA
Diane Smith,watsoncolleen@mckinney.org,GLBL-UA
Taylor Clay,jeffrey02@hotmail.com,CE-UY
Amber Foster,nicholas62@gmail.com,ACCT-UB
Patricia Brewer,heather42@johnson-flores.info,MATH-UA
Linda Smith,bbutler@richard.com,HU-UY
Justin Bates,chelseyjohnson@meadows-vaughn.info,MULT-UB
Nathan Wang,hholland@lang.com,FREN-UA
Randall Morrison,blevy@gmail.com,CBE-UY
Brenda Mayo,wattsrebecca@hotmail.com,AH-UY
Yvette Hicks,richard49@scott.com,HU-UY
Sharon Harris,sabrinabutler@rodriguez-clarke.com,EAST-UA
Allen Erickson,othompson@yahoo.com,FINC-UB
Dana Hopkins,richardwalters@brady.biz,MEDI-UA
Anthony Wise,crystalfernandez@sims.com,TECH-UB
Lawrence Larson,bryanperry@hotmail.com,CORE-UA
Matthew Gray,griffithrachel@lee.com,MGMT-UB
Robert Reyes,jeremiah54@crawford.biz,AH-UY
Tammy Myers,darrylpayne@ryan.org,TCS-UY
Caleb Tran,mmiller@yahoo.com,STAT-UB
Brittany Wilson,nicholas14@yahoo.com,MUSIC-UA
Danielle Brown,ncain@yahoo.com,OPMG-UB
John Phillips,timothy80@riggs.com,EAST-UA
Timothy Petty,oedwards@warren.biz,FYSEM-UA
Carol Torres,bushdawn@yahoo.com,ITAL-UA
Nicholas Shaw,johnmiller@yahoo.com,EAST-UA
Dana Medina,michael44@hawkins.com,MG-UY
Kayla King,jglover@craig.biz,PL-UY
Bethany Brown,hstewart@harding-gray.org,COLIT-UA
Marilyn Rollins,daniel92@yahoo.com,OPMG-UB
Laura Newman,michael32@hotmail.com,FREN-UA
Angela Stewart,mortoncarol@gmail.com,CLASS-UA
Robert Glass,smithjames@alvarez.biz,EURO-UA
Michael Reed,smartinez@yahoo.com,SOC-UA
Cody Chavez,darryl26@allen-contreras.com,CM-UY
Andrea Nelson,bettykaufman@vaughn.org,TECH-UB
Sarah Richardson,jon17@hotmail.com,MGMT-UB
Madeline Berry,dandrews@johnson.biz,DS-UA
Gary Whitaker,sherry90@yahoo.com,ITAL-UA
Mary Carpenter,debrawalker@yahoo.com,GERM-UA
Matthew Beck,john28@turner.com,TCS-UY
Travis Diaz,elizabeth17@gmail.com,MEDI-UA
Jenny Buchanan,rachel43@gutierrez.com,RELST-UA
Steve Morris,gardnernicholas@white.com,ENVST-UA
Paula Rose,kristaliu@conley-gonzalez.net,BMS-UY
Benjamin Hawkins,matthew43@reid.com,SOIM-UB
Michael Neal,julierosales@bush.com,PL-UY
Nichole Jackson,lisawright@hotmail.com,EURO-UA
Patricia Jarvis,peter96@hardy-banks.org,UGA-UY
Leonard Abbott,rebeccaglenn@kerr-weaver.com,PHP-UY
Theresa Smith,ilee@gmail.com,JOUR-UA
Jeremy Stephens,whess@allen-mack.com,EN-UY
Jacob Pham,vgates@yahoo.com,PH-UY
Joseph Lee,maryhensley@yahoo.com,TECH-UB
Kathleen Brown,rebeccaking@hotmail.com,ANTH-UA
Brittany Blair,william72@edwards-phillips.net,NODEP-UA
Carol Wilson,atrujillo@yahoo.com,MA-UY
George Walton,csmith@hotmail.com,EURO-UA
Francisco Nunez,cynthia80@davis.com,PHYS-UA
Gabrielle West,wileydrew@espinoza.com,CHEM-UA
Matthew Brady,rgraves@hotmail.com,ECON-UA
Brandon Thomas,scott28@johnson.biz,MKTG-UB
Michael Solomon,jaime78@salazar.com,LING-UA
Kelsey Hill,josejohnson@hotmail.com,MKTG-UB
Mallory Kennedy,jacqueline22@wright.info,AH-UY
Jocelyn Villanueva,nicholas75@yahoo.com,SOC-UA
Arthur Bennett,parkspatricia@gonzalez.org,ECON-UA
Heather Flores,christophermiles@reese.info,SPAN-UA
Jack Mendoza,awebb@hotmail.com,PORT-UA
Hayley Mendez,shawn50@paul.net,PHYS-UA
Robin Mercer,jdixon@chan-moore.biz,ECON-UA
Christine Griffin,amywalsh@hernandez.org,AE-UY
Elizabeth Branch,kaitlinwilliams@rocha.com,ANTH-UA
Derek Smith,dharrison@walls.com,VIP-UY
Sarah Bryant,bobbypacheco@hotmail.com,MATH-UA
Bradley Sharp,nicholas16@gonzalez.com,AE-UY
Jocelyn Jones,rwhite@gmail.com,CP-UY
Lawrence Jones,xspencer@hotmail.com,AH-UY
Brittany Thompson,grahamseth@rodriguez.com,TECH-UB
Kellie Campbell,lamjoshua@hotmail.com,INTRL-UA
Heather Beck,gonzalezdevin@jackson-townsend.com,URB-UY
Erika Harrison,riverakimberly@rose.info,ECON-UB
Lindsay Bailey,olee@gmail.com,PS-UY
Erik Buckley,barberbrian@hotmail.com,ITAL-UA
Patrick White,hford@yahoo.com,SPAN-UA
Darlene Campbell,uvaughan@edwards-cross.org,CHEM-UA
Colton Frank,danieljackson@wallace-trujillo.org,CHEM-UA
April Kerr,angela67@johnson.info,EG-UY
Tanya Davila,rebeccastein@yahoo.com,EXPOS-UA
Karina Diaz,nicholas13@yu-galloway.com,CORE-UA
Anita Walters,kelleremily@hotmail.com,ANTH-UA
Deanna Hicks,robertskatie@roberson.net,CBE-UY
Andrew Wright,stantonjames@ramirez.com,MKTG-UB
Alexandria Walker,meyermichelle@bell.com,STAT-UB
Lynn Farrell,robinsonjoshua@alvarez.com,CHEM-UA
Daniel Norton,johnrivera@carr.com,DRLIT-UA
Randy Harrison,jennifer58@gmail.com,LA-UY
Taylor Kaufman,tknight@hotmail.com,LS-UY
Brian Brown,webbjohn@gmail.com,VIP-UY
Cesar Irwin,xsanchez@collier.com,GS-UY
Natasha Green,ambergarcia@yahoo.com,MA-UY
Karen Cummings,johnsontyler@yahoo.com,PUBPL-UA
Kaitlin Stephens,shari19@hotmail.com,AE-UY
Sonya Wright,jle@mcdonald.info,EURO-UA
Mr. Kenneth Smith,mooretina@hotmail.com,CP-UY
James Marquez,april97@yahoo.com,PHIL-UA
James Prince,smithdaniel@hotmail.com,DRLIT-UA
James Roberts,davidlittle@hotmail.com,ANST-UA
Deborah Alvarez,churchaaron@fisher.com,RSK-UY
Morgan Sparks,moniquepotter@nguyen.org,BSPA-UB
Renee Humphrey,alexis06@hotmail.com,IRISH-UA
Theodore Stephens,yperez@hotmail.com,HIST-UA
Kayla Cross,colestephanie@barrett.com,CS-UY
Diana Nguyen,whitekathleen@brown.com,JOUR-UA
Candace Hernandez,lori91@gmail.com,ENVST-UA
Omar Larson,mcohen@hotmail.com,GERM-UA
Peter Flowers,tevans@hotmail.com,NEURL-UA
Jessica Walker,carlakelley@smith.net,HU-UY
Maria Daniels,floresnicole@marshall-perkins.com,RSK-UY
Dana Thomas,anthonynorris@flores.com,PHIL-UA
Joseph Leonard,jonesholly@kim.com,MGMT-UB
Carl Hines,paul44@sims.biz,DM-UY
Xavier Fernandez,ereynolds@hotmail.com,MEDI-UA
Andrew Jackson,shawnmorris@decker-simmons.net,CORE-UA
Aimee Morgan,hreynolds@jones-smith.org,BMS-UY
Kevin Barker,barbaraortiz@greene.org,BMS-UY
Lisa Maxwell,christopher44@gmail.com,CM-UY
Kerry Holloway,williamdavila@yahoo.com,MD-UY
Bob Woods,kimberly06@yahoo.com,CAM-UY
Jeffery Peterson,ztran@gmail.com,CAMS-UA
Michael Lambert,ijimenez@gmail.com,LS-UY
Mary Franklin,nvillarreal@gmail.com,ME-UY
Ralph Henson,christopher62@hotmail.com,HBRJD-UA
Whitney Schmidt,zryan@yahoo.com,CE-UY
Hannah Lang,fbrown@raymond.com,UGA-UY
Tommy Delacruz,bsimmons@martinez.info,RELST-UA
Daniel Fisher,moorekim@beard.com,ITAL-UA
Melissa Walker,hartdebra@hotmail.com,SOIM-UB
Michael Schmidt,johnhendrix@hotmail.com,BTEP-UB
Francisco Miller,kochdevin@dean.com,PHIL-UA
Brittney Adams,hannah85@hotmail.com,AH-UY
Sean Obrien,melissaschneider@yahoo.com,URB-UY
Bobby Montoya,ballen@kelly.info,PS-UY
Susan Archer,umartin@hotmail.com,ARTH-UA
Casey Fritz,tiffany70@yahoo.com,CFI-UA
Thomas Yu,xclark@yahoo.com,CAMS-UA
Angel Peterson,barrylarsen@hotmail.com,CORE-UA
William Hickman,sean55@gibbs-lewis.biz,PORT-UA
Cassandra Robinson,nmcpherson@gmail.com,SOC-UA
Emily Evans,josephsmith@haney.com,MULT-UB
Roger Simon,burnsmelissa@bradley.com,EN-UY
Janet Alvarez,shane67@hotmail.com,JOUR-UA
Sherry Wallace,mariah71@yahoo.com,ROB-UY
Michael Lopez,andersonleonard@yahoo.com,BSPA-UB
Sandra Duran,lalvarez@hotmail.com,ECON-UA
Jeremiah Stevenson,elizabethramsey@weeks.com,PORT-UA
Madison Knox,mitchellaaron@herring.info,ECON-UA
Matthew Long,icampbell@yahoo.com,FREN-UA
Tammy Hood,davidbaldwin@ford.com,ENGL-UA
John Schwartz,andrearodriguez@hotmail.com,TCS-UY
Jenna Watkins DDS,brandyjones@hotmail.com,RELST-UA
Gerald Miller DDS,victoria07@hotmail.com,ECE-UY
Cheryl Mcclure,david65@yahoo.com,SEG-UY
Kevin Escobar,susan48@yahoo.com,CLASS-UA
Andrea Evans,wpeterson@gmail.com,NEURL-UA
Tina Rubio,joelhayes@hotmail.com,CSCI-UA
Karen Dorsey,patricia45@holmes.com,FINC-UB
Colleen Francis,john19@lewis-martin.com,FYSEM-UA
Cristina Davidson,khunter@yahoo.com,CS-UY
James Keller,trodriguez@harris.com,NODEP-UA
Tammy Henderson,oponce@santiago.com,GERM-UA
Shelly Spencer,ortizdavid@hotmail.com,AE-UY
Carlos Mason,cmelendez@briggs.com,PHP-UY
Bryan Compton,monica36@yahoo.com,GS-UY
Daniel Anderson,lukecollins@gmail.com,FIN-UY
Richard Campos,lindseyrobinson@green-foster.com,SCA-UA
Amy Long,baileymichael@hotmail.com,PSYCH-UA
Lisa Ramirez,coopereric@yahoo.com,VIP-UY
Elizabeth Miranda,lisabrown@gmail.com,PHYS-UA
Mary Cook,stewartrobert@lozano.info,CAMS-UA
Jade Mendoza,daniellesantiago@sosa-smith.info,BIOL-UA
Nancy Guzman,lisavelazquez@yahoo.com,FREN-UA
Kenneth Harris,rebeccawatson@gmail.com,LING-UA
Candice Wilson,davidcarson@hotmail.com,SCA-UA
Stephen Pratt,frojas@hotmail.com,CSCI-UA
Gregory Love,bphillips@davis-michael.com,ARTH-UA
Carlos Lee,glennphillips@mcclain.com,UGA-UY
Victor Brown,turnermark@hotmail.com,LS-UY
John Hudson,coopermartha@yahoo.com,BTEP-UB
Kelly Gilbert,ycosta@burns-johnson.com,CHEM-UA
David Fisher,ejones@ramirez-gill.com,HIST-UA
Patrick French MD,freemandebbie@rodgers.info,OPMG-UB
Francisco Forbes,griffinjacob@yahoo.com,SOIM-UB
Katrina Robinson,jason74@gmail.com,FINC-UB
Chris Gibson MD,sgordon@yahoo.com,ACCT-UB
Kathy Roach,williamrobertson@gmail.com,LWSOC-UA
Jennifer Garcia,rthomas@hotmail.com,AN-UY
Aaron Gibbs,jacksondana@yahoo.com,BSPA-UB
Abigail Michael,jameshayes@thompson.com,CFI-UA
Matthew Smith,johnsontina@doyle.net,MG-UY
Beth Welch,buchananjamie@anderson-brown.org,MATH-UA
Mr. Brandon Willis,jasonpratt@hotmail.com,LWSOC-UA
Kathryn Schmitt,frobinson@gmail.com,DM-UY
James Snyder,christopheranderson@gmail.com,PSYCH-UA
Catherine Smith,garciatraci@hotmail.com,ANST-UA
Rebecca Edwards,zmiller@yahoo.com,BMS-UY
Andrea Walker,joseph15@johnson.info,SEG-UY
John Hernandez,millerstephen@lynch.com,CHEM-UA
Elizabeth Larsen,peterhunt@gmail.com,CSCI-UA
Misty Fox,moonamanda@gmail.com,RUSSN-UA
Mr. Gregory Wright,charlesfrye@yahoo.com,ECON-UB
Jennifer Aguilar,wendymclaughlin@johnson-davis.net,EG-UY
Anthony Cox,tammycook@farley.org,SPAN-UA
Thomas Benton,morsekristen@smith.com,ITAL-UA
Alexander Smith,mccoydavid@hartman.com,STAT-UB
Karen Gomez,brollins@sweeney-bell.com,CSCI-UA
Jeffrey Smith,sconner@yahoo.com,ME-UY
John Martin,casedenise@yahoo.com,AH-UY
Eric Johnson,michael84@hotmail.com,MHUM-UA
Maria Reyes,marthacross@nicholson.biz,EAST-UA
Rebecca Webb,ybeasley@hotmail.com,ARTH-UA
Suzanne Weeks,gregory74@caldwell.com,LA-UY
Samantha Chambers,susan93@yahoo.com,SOC-UA
Brandy Rodriguez,charles87@wong-chaney.com,EURO-UA
Maria Wagner,joshua11@galvan.biz,CE-UY
Veronica Jimenez,lindsey89@perez-hall.com,ECON-UB
Mary Powell,briannajones@yahoo.com,TCS-UY
Angela White,cwebb@gmail.com,PL-UY
Lisa Cox,marksrodney@turner.com,PL-UY
Cynthia King,dflores@gmail.com,PS-UY
Erica Simpson,gomeztyler@bauer-brown.com,INTRL-UA
